gene_symbol,log2fc,pvalue,padj
ZCCHC24,-0.4196668905711062,0.03246982,0.03246982
OAF,-0.36134624599139503,0.022188202,0.022188202
LRRC63,1.015979380903978,0.031092392,0.031092392
SPATS1,0.9242783734211861,0.001620006,0.001620006
PI16,1.7192385300053454,0.02002517,0.02002517
LHFPL5,0.7574958830488561,0.042849364,0.042849364
FGF5,1.2015099327338352,0.006816979,0.006816979
FGF8,-1.1732123043666436,0.004559322,0.004559322
FGFR1,-0.25193828739161916,0.037586163,0.037586163
NCBP2,-0.14701300829682615,0.02279535,0.02279535
TTC39A,0.5326565016055888,0.019132098,0.019132098
RBM34,0.09411396740411372,0.011016883,0.011016883
FSTL4,0.9019578649309524,0.037059101,0.037059101
KANK1,-0.5112260839350891,0.032469094,0.032469094
CYFIP1,-0.29294705901732643,0.001184131,0.001184131
DENND5A,-0.1647877306465526,0.047595733,0.047595733
NEMP1,-0.35215746997661,0.02007986,0.02007986
SUN1,-0.2529210035188396,0.010725735,0.010725735
CRB1,0.6546290552321048,0.038171116,0.038171116
HEY2,-1.3390567691999642,0.045480564,0.045480564
CLCF1,-0.4418048346546643,0.038462665,0.038462665
CCNDBP1,0.11703485799479726,0.024501538,0.024501538
ORC6,-0.33865481638144307,0.012315258,0.012315258
ZIM2,2.5445615478409165,0.003104318,0.003104318
PRND,1.555374764680592,0.046054818,0.046054818
CA14,-0.4081545725934608,0.021058669,0.021058669
LY96,0.5957073430151935,0.044580999,0.044580999
C21orf91-OT1,-0.8470162445233453,0.02039196,0.02039196
NR5A1,0.6904569299046834,0.021917604,0.021917604
EIF4E1B,0.3939904556292912,0.03694726,0.03694726
ASPHD1,0.27560922791004705,0.049664122,0.049664122
SLC41A1,-0.21507065518925692,0.036033316,0.036033316
GOLGA2P11,2.3737214510594007,0.023409325,0.023409325
MBLAC1,0.4348965496980412,0.020200564,0.020200564
SCML4,1.2962290843197064,0.010767368,0.010767368
NUTM1,0.613517397511793,0.033698068,0.033698068
SVIP,0.33321194085293304,0.049941622,0.049941622
BACE2,-0.8083138715104328,0.005274578,0.005274578
C1orf43,-0.09409153452310978,0.022437128,0.022437128
IL4I1,-0.26025257328273876,0.030987898,0.030987898
WWTR1,-0.24803854364903735,0.020446585,0.020446585
KANK2,-0.34555107899923515,0.023170474,0.023170474
KRT23,1.3427719713479995,0.040546807,0.040546807
REXO2,-0.29435185140403086,0.002419152,0.002419152
LRIG1,-0.6698595475903549,0.016485454,0.016485454
KIF26A,0.4597596050870688,0.049421189,0.049421189
TSPAN17,0.2718368154725873,0.047662874,0.047662874
IL1RAPL2,1.2972935909800523,0.041586166,0.041586166
